"","x"
"7009","CDK9"
"7010","ERP29"
"7011","SNORA22"
"7012","LOC729375"
"7013","TTR"
"7014","BCMO1"
"7015","DDIT4"
"7016","PTGDS"
"7017","C3orf63"
"7018","BST2"
"7019","CYP1A2"
"7020","C5orf25"
"7021","STX1A"
"7022","LOC728640"
"7023","SH3BP5L"
"7024","SERINC5"
"7025","USP6"
"7026","MRPL3"
"7027","POMP"
"7028","INPP4B"
"7029","ZNF732"
"7030","GMPPB"
"7031","AHSA1"
"7032","EAPP"
"7033","NME2"
"7034","GAGE12B"
"7035","FAM198B"
"7036","GPR183"
"7037","SLC5A6"
"7038","HIVEP2"
"7039","BMS1P4"
"7040","SUMO2"
"7041","C11orf67"
"7042","TXK"
"7043","ICAM4"
"7044","FPGS"
"7045","C7orf66"
"7046","SNRPA1"
"7047","KCNJ4"
"7048","KIF6"
"7049","LOC654433"
"7050","HIST1H2BG"
"7051","SLC5A5"
"7052","ZNF354B"
"7053","IL12RB2"
"7054","ST7OT4"
"7055","GAL3ST2"
"7056","AIFM2"
"7057","UBL3"
"7058","PIK3CG"
"7059","NLN"
"7060","BCORL1"
"7061","ZNF238"
"7062","NBPF4"
"7063","HNRNPF"
"7064","TCEB3C"
"7065","PABPC1L"
"7066","LOC100130691"
"7067","C16orf55"
"7068","CT62"
"7069","COL28A1"
"7070","CYP3A7"
"7071","TFDP1"
"7072","NODAL"
"7073","MND1"
"7074","SNORA81"
"7075","GTPBP4"
"7076","TUBGCP2"
"7077","SLITRK5"
"7078","SKOR1"
"7079","S1PR1"
"7080","CD79A"
"7081","CIC"
"7082","SAMD14"
"7083","TNPO3"
"7084","IRGM"
"7085","C16orf91"
"7086","HTT"
"7087","CCDC111"
"7088","HOXC9"
"7089","DCUN1D1"
"7090","TSR2"
"7091","KDM4C"
"7092","CYB5R1"
"7093","DAB2IP"
"7094","SLC6A5"
"7095","MIR600"
"7096","RAB3D"
"7097","DCUN1D4"
"7098","ERBB3"
"7099","SDC1"
"7100","ATP6V1H"
"7101","SYK"
"7102","MUL1"
"7103","CALHM3"
"7104","ST20"
"7105","ACSM1"
"7106","MIR220B"
"7107","TDG"
"7108","MRPS5"
"7109","FLJ11235"
"7110","AGPAT2"
"7111","TDRD12"
"7112","SNORA8"
"7113","SLC12A1"
"7114","CYP27A1"
"7115","THAP7"
"7116","XPO1"
"7117","DCTPP1"
"7118","ZNF777"
"7119","KRTAP10-7"
"7120","CAMK2A"
"7121","SMC1B"
"7122","SNORA66"
"7123","MTVR2"
"7124","LEMD1"
"7125","F8A2"
"7126","RPS12"
"7127","NKD2"
"7128","CLU"
"7129","SNTN"
"7130","PABPC4"
"7131","CXCL12"
"7132","TFAP2C"
"7133","ABCB10"
"7134","ENDOD1"
"7135","IDI1"
"7136","KCTD6"
"7137","DEFB105A"
"7138","ULBP2"
"7139","ZDHHC5"
"7140","WNT8A"
"7141","GAGE12I"
"7142","COMMD10"
"7143","CFLP1"
"7144","SNORD97"
"7145","KLHL12"
"7146","ARAP2"
"7147","GPR50"
"7148","NR5A2"
"7149","OXGR1"
"7150","JSRP1"
"7151","CYP4Z2P"
"7152","EHD3"
"7153","FAR1"
"7154","KLRC3"
"7155","CAPRIN2"
"7156","SF3B1"
"7157","MAGEA6"
"7158","IPO7"
"7159","MIR191"
"7160","ALDH1A1"
"7161","ANKRD5"
"7162","TSNARE1"
"7163","RNASEL"
"7164","DNAH9"
"7165","HELLS"
"7166","TNS4"
"7167","SPANXF1"
"7168","NAV1"
"7169","OR11H1"
"7170","KIAA1409"
"7171","SNORD84"
"7172","C20orf26"
"7173","TUBG1"
"7174","IRX2"
"7175","CNGA4"
"7176","LOC147646"
"7177","C7orf71"
"7178","FAM188B"
"7179","TM2D2"
"7180","H2AFB1"
"7181","FAM32A"
"7182","CCBL1"
"7183","PRSS23"
"7184","ANK1"
"7185","LOC285401"
"7186","PPM1L"
"7187","SPATA20"
"7188","LOC100129387"
"7189","PSMB5"
"7190","APCS"
"7191","MTRNR2L3"
"7192","C6orf10"
"7193","SPNS3"
"7194","SETDB2"
"7195","SGMS2"
"7196","MXD3"
"7197","MON2"
"7198","HNF4A"
"7199","FAM185A"
"7200","TNFRSF10B"
"7201","RABEP1"
"7202","USH1G"
"7203","PPAP2B"
"7204","CDK5R1"
"7205","CTDSP1"
"7206","GABRR1"
"7207","OPN1LW"
"7208","DBN1"
"7209","FAM98C"
"7210","TMED7-TICAM2"
"7211","LRWD1"
"7212","ACAD10"
"7213","QTRTD1"
"7214","WNK3"
"7215","RPS19"
"7216","OTUD5"
"7217","TMEM22"
"7218","SLC41A2"
"7219","KHSRP"
"7220","TNFRSF11A"
"7221","IBTK"
"7222","FBL"
"7223","OXER1"
"7224","CBLN4"
"7225","GPR172B"
"7226","CFTR"
"7227","CAMK1D"
"7228","LOXL3"
"7229","RTP4"
"7230","SLFNL1"
"7231","PAR5"
"7232","LOC723972"
"7233","GDI2"
"7234","MLF2"
"7235","CEBPA"
"7236","AFMID"
"7237","ACSF3"
"7238","NRADDP"
"7239","ALOX12B"
"7240","LOC283404"
"7241","BPHL"
"7242","C2CD2"
"7243","GOLGA6C"
"7244","S100A10"
"7245","COX5B"
"7246","THOC6"
"7247","RRP12"
"7248","NKX1-2"
"7249","ARID3B"
"7250","CD3G"
"7251","MRS2"
"7252","PPAT"
"7253","SIRT3"
"7254","TCERG1L"
"7255","NIPA1"
"7256","DPP8"
"7257","C1orf189"
"7258","OR2L1P"
"7259","ZFP64"
"7260","IL7R"
"7261","FAM194A"
"7262","DMAP1"
"7263","TRMT12"
"7264","TLR4"
"7265","LOC440896"
"7266","WFIKKN2"
"7267","RAB12"
"7268","DDX51"
"7269","ZNF295"
"7270","C11orf91"
"7271","ACVR2B"
"7272","ZNF517"
"7273","SUFU"
"7274","DNASE1L2"
"7275","LMO3"
"7276","SNORD114-20"
"7277","ZNF587"
"7278","PPP2R5D"
"7279","HIST4H4"
"7280","CYP2C8"
"7281","C11orf24"
"7282","C9orf24"
"7283","DOCK5"
"7284","CAP2"
"7285","TIMM44"
"7286","ROM1"
"7287","DSEL"
"7288","FBXO4"
"7289","SFTPA2"
"7290","PL-5283"
"7291","MLH3"
"7292","NOX1"
"7293","DNAJB5"
"7294","DPEP2"
"7295","RLTPR"
"7296","MBIP"
"7297","COPB1"
"7298","TMOD1"
"7299","PRELID1"
"7300","C19orf24"
"7301","TLR9"
"7302","HLA-DMA"
"7303","GPR137"
"7304","ITGA11"
"7305","PHF13"
"7306","PTCHD3"
"7307","MARK4"
"7308","METTL4"
"7309","MBD3"
"7310","FGF3"
"7311","FAM74A1"
"7312","SLC35A3"
"7313","AMOTL1"
"7314","CLEC16A"
"7315","PAICS"
"7316","TOMM40L"
"7317","MMD"
"7318","KLK10"
"7319","NIT2"
"7320","KLF15"
"7321","WSB2"
"7322","ME3"
"7323","TCTN2"
"7324","CACYBP"
"7325","JAK1"
"7326","C8orf56"
"7327","GPD2"
"7328","CDV3"
"7329","GALNT11"
"7330","FLOT1"
"7331","TOR1AIP2"
"7332","MMP25"
"7333","CHST5"
"7334","LYRM4"
"7335","GPER"
"7336","HIPK2"
"7337","ZMIZ1"
"7338","DAP"
"7339","DDX58"
"7340","AKT1"
"7341","ENPP6"
"7342","NCRNA00242"
"7343","PCDHA8"
"7344","CDC34"
"7345","RNF125"
"7346","CASC1"
"7347","RAD51AP2"
"7348","SHROOM2"
"7349","RRM2B"
"7350","COL6A3"
"7351","TMEFF1"
"7352","PLEKHA4"
"7353","41153"
"7354","LYSMD1"
"7355","GNPAT"
"7356","WDR18"
"7357","HSD17B12"
"7358","CDNF"
"7359","HIST1H2BM"
"7360","SUDS3"
"7361","C1orf192"
"7362","CYP2B6"
"7363","TBC1D2"
"7364","SLC25A12"
"7365","NCRNA00188"
"7366","POLR2C"
"7367","ERCC6L"
"7368","ZNF77"
"7369","HPX"
"7370","ANKRD27"
"7371","EIF3K"
"7372","MALAT1"
"7373","PLB1"
"7374","HRNBP3"
"7375","CPSF4"
"7376","OR52N2"
"7377","PIP5KL1"
"7378","GH1"
"7379","HPS5"
"7380","SLFN5"
"7381","POP5"
"7382","SNORA59B"
"7383","MARS"
"7384","C20orf108"
"7385","ARSE"
"7386","PPIE"
"7387","GP5"
"7388","LOC100130950"
"7389","FCRLA"
"7390","ARRDC1"
"7391","ZNF613"
"7392","OR11A1"
"7393","TEX21P"
"7394","TMEM132B"
"7395","PGLS"
"7396","BSND"
"7397","KCNK18"
"7398","ANKRD34A"
"7399","FOXD4"
"7400","SV2C"
"7401","LCN2"
"7402","ZNF490"
"7403","C3orf15"
"7404","CACNA2D4"
"7405","CBX5"
"7406","PPP2R5E"
"7407","BOLA1"
"7408","ASB7"
"7409","COL5A1"
"7410","SFT2D1"
"7411","DERL1"
"7412","RABL2A"
"7413","MOAP1"
"7414","F3"
"7415","PLEKHM2"
"7416","FICD"
"7417","CCDC89"
"7418","KRTAP21-1"
"7419","EFCAB1"
"7420","TMEM48"
"7421","SEPHS2"
"7422","PYGM"
"7423","PRICKLE1"
"7424","WNT5B"
"7425","IMP5"
"7426","KHDRBS1"
"7427","LARS2"
"7428","C10orf68"
"7429","FTCD"
"7430","PSEN1"
"7431","HULC"
"7432","PLA2G4B"
"7433","ZNF324B"
"7434","DNAJC24"
"7435","CDKN2A"
"7436","LOC645158"
"7437","LPAR1"
"7438","DLX1"
"7439","RFX7"
"7440","MEX3C"
"7441","MAMDC2"
"7442","HSP90AB4P"
"7443","PDIA4"
"7444","ATP5E"
"7445","CASP2"
"7446","ZNF341"
"7447","SERBP1"
"7448","TESC"
"7449","TMEM31"
"7450","OR51I2"
"7451","YTHDC1"
"7452","JUN"
"7453","AGMAT"
"7454","PCNXL2"
"7455","ATAD5"
"7456","STK38"
"7457","AZI1"
"7458","RBP1"
"7459","C4orf26"
"7460","TMEM101"
"7461","TREX1"
"7462","HSFX1"
"7463","C18orf10"
"7464","TRIM15"
"7465","CA6"
"7466","CEP57"
"7467","LOC100268168"
"7468","SNORD121A"
"7469","AR"
"7470","PPP1R3G"
"7471","CSAG3"
"7472","SESN2"
"7473","KIF3C"
"7474","EPB41L5"
"7475","C14orf165"
"7476","ARHGEF10"
"7477","POLR3D"
"7478","LOC100131138"
"7479","GABRA3"
"7480","SCG5"
"7481","E2F3"
"7482","TIGD5"
"7483","LOC647012"
"7484","KLHL3"
"7485","FGD6"
"7486","SCGB3A2"
"7487","ATP6V1B1"
"7488","CALML6"
"7489","TMF1"
"7490","LOC100049076"
"7491","RPS26P11"
"7492","RPS6KC1"
"7493","CDH5"
"7494","DAAM1"
"7495","SCML4"
"7496","TNFRSF10D"
"7497","GSTT1"
"7498","INPP5A"
"7499","ATG14"
"7500","TRAF3IP1"
"7501","SMARCE1"
"7502","VRK1"
"7503","TTC16"
"7504","AARS"
"7505","ARHGAP27"
"7506","HYALP1"
"7507","ZAK"
"7508","TRAP1"
"7509","MRPL53"
"7510","ACSM2B"
"7511","RNF44"
"7512","NPTXR"
"7513","DPYSL3"
"7514","APP"
"7515","GLS2"
"7516","MNX1"
"7517","CMTM7"
"7518","ORC5L"
"7519","SNORD33"
"7520","SLC16A10"
"7521","TMEM178"
"7522","LOC441601"
"7523","PTGIS"
"7524","KBTBD7"
"7525","C12orf73"
"7526","LOC643719"
"7527","KRT23"
"7528","SERHL"
"7529","PNKD"
"7530","MAMLD1"
"7531","UBC"
"7532","ATRN"
"7533","DPCD"
"7534","ZNF788"
"7535","RANGAP1"
"7536","HAPLN1"
"7537","PDE12"
"7538","C10orf26"
"7539","KCNA7"
"7540","SRY"
"7541","FAM161B"
"7542","CDCA8"
"7543","HIST1H2BF"
"7544","FAM45B"
"7545","MLC1"
"7546","TNIP3"
"7547","PYROXD2"
"7548","IFT52"
"7549","GOLT1A"
"7550","UTP20"
"7551","LOC100133461"
"7552","MGC16275"
"7553","PRSS33"
"7554","MMGT1"
"7555","PDF"
"7556","PMPCA"
"7557","ANKRD36B"
"7558","ZNF785"
"7559","APOB48R"
"7560","MPL"
"7561","GLTP"
"7562","C9orf78"
"7563","ADAM12"
"7564","CSPG4"
"7565","GAS5"
"7566","NCF1C"
"7567","PAK1"
"7568","ADCY7"
"7569","C13orf38"
"7570","TAS2R43"
"7571","FRAS1"
"7572","PPP1R14A"
"7573","OR2B6"
"7574","ATP13A1"
"7575","SIDT1"
"7576","DCAF5"
"7577","C1RL"
"7578","GJD3"
"7579","PRKRA"
"7580","TLN1"
"7581","SCAND3"
"7582","MITF"
"7583","LOC100134317"
"7584","GYS1"
"7585","LYG1"
"7586","NSMCE4A"
"7587","DNAI1"
"7588","HOXD11"
"7589","FNBP1L"
"7590","DHX35"
"7591","SLC33A1"
"7592","NCRNA00271"
"7593","DCLK3"
"7594","TRIM33"
"7595","IZUMO4"
"7596","TMCC3"
"7597","VCY1B"
"7598","FBXO42"
"7599","C1orf27"
"7600","RNF14"
"7601","C17orf50"
"7602","SLC4A8"
"7603","RAB3IP"
"7604","ASAP1IT1"
"7605","MSMP"
"7606","COX6C"
"7607","NSMCE2"
"7608","PCSK1"
"7609","SLC13A1"
"7610","ARF6"
"7611","KIAA1009"
"7612","HOXA13"
"7613","HMGN1"
"7614","ZNF718"
"7615","MGC14436"
"7616","CXADR"
"7617","UTF1"
"7618","TSC22D1"
"7619","BZRAP1"
"7620","PUF60"
"7621","SHC1"
"7622","LOC100101266"
"7623","HOOK3"
"7624","S1PR2"
"7625","LIMS2"
"7626","BAHCC1"
"7627","CLCC1"
"7628","ENTPD3"
"7629","SMO"
"7630","PIK3R5"
"7631","CDC14A"
"7632","LOC151534"
"7633","ENOX2"
"7634","INTS6"
"7635","SMC3"
"7636","ZNF702P"
"7637","C6orf123"
"7638","LOC653391"
"7639","GSS"
"7640","SIX5"
"7641","NT5M"
"7642","TAF5"
"7643","KCNA1"
"7644","ANLN"
"7645","TH1L"
"7646","SSTR2"
"7647","LYPD4"
"7648","EPHX3"
"7649","PNMA6A"
"7650","CHRNA5"
"7651","DLX2"
"7652","C6orf108"
"7653","ALDH3A2"
"7654","LOC649330"
"7655","CLEC1B"
"7656","LEPREL2"
"7657","FOXJ1"
"7658","OR1D4"
"7659","SLC27A3"
"7660","PPIL4"
"7661","MTRR"
"7662","HTR7"
"7663","MIB2"
"7664","BHMT"
"7665","A2ML1"
"7666","C10orf120"
"7667","MSMB"
"7668","KIAA1383"
"7669","TRUB2"
"7670","PRAMEF15"
"7671","ZNF280C"
"7672","PF4"
"7673","IL1F5"
"7674","LRRC37B2"
"7675","IPO4"
"7676","GOLGA6L10"
"7677","LOC348751"
"7678","FIGF"
"7679","QDPR"
"7680","ZNF598"
"7681","MAPK12"
"7682","BOP1"
"7683","POLR1E"
"7684","SLC38A10"
"7685","INSRR"
"7686","SIPA1"
"7687","ULK4"
"7688","BTN3A1"
"7689","PGA4"
"7690","DLEU2L"
"7691","FABP5"
"7692","KBTBD3"
"7693","SORT1"
"7694","PLIN2"
"7695","YWHAQ"
"7696","KIAA1704"
"7697","SCGBL"
"7698","SPPL3"
"7699","MEIS2"
"7700","ENOSF1"
"7701","TMEM120B"
"7702","PCDH7"
"7703","ZNF75A"
"7704","RPLP1"
"7705","FZD9"
"7706","P4HA3"
"7707","NKX6-1"
"7708","IFT140"
"7709","ALCAM"
"7710","ABHD2"
"7711","DENND1A"
"7712","QPRT"
"7713","TRAM1"
"7714","KGFLP2"
"7715","UBXN4"
"7716","ATP1B4"
"7717","NUP37"
"7718","SAA3P"
"7719","ZNF41"
"7720","ADAM19"
"7721","DEFB119"
"7722","FLJ42627"
"7723","DNMT3B"
"7724","PNLDC1"
"7725","ADAMTS16"
"7726","TMEM92"
"7727","CCT8"
"7728","TUBBP5"
"7729","POGZ"
"7730","GUCA1B"
"7731","ZZEF1"
"7732","ZNF334"
"7733","RANBP6"
"7734","LDHB"
"7735","CSPG4P1Y"
"7736","RAB5B"
"7737","BAMBI"
"7738","FOXB1"
"7739","MRS2P2"
"7740","MRPS12"
"7741","MRGPRF"
"7742","CRIPT"
"7743","CYP2D7P1"
"7744","RYR1"
"7745","TRIP12"
"7746","NDUFA2"
"7747","MOBKL2B"
"7748","KCNE3"
"7749","DUX4L6"
"7750","PLD6"
"7751","NKAIN3"
"7752","MIOX"
"7753","ACOT7"
"7754","FGF6"
"7755","RASSF5"
"7756","ATAD3B"
"7757","IKZF3"
"7758","H3F3B"
"7759","TMEM14C"
"7760","SEC11C"
"7761","EZR"
"7762","SLC38A4"
"7763","KIAA1632"
"7764","LIN52"
"7765","FGFR3"
"7766","HES7"
"7767","HINT3"
"7768","ARIH1"
"7769","CYP2B7P1"
"7770","RPL32"
"7771","POU6F1"
"7772","C1orf129"
"7773","BBS1"
"7774","RGPD5"
"7775","IGFL4"
"7776","C6orf221"
"7777","SULT1C2"
"7778","KDELC1"
"7779","CHI3L1"
"7780","CSDA"
"7781","WDR62"
"7782","VTCN1"
"7783","MIR147B"
"7784","KIF2A"
"7785","NCRNA00282"
"7786","C6orf182"
"7787","ZCCHC9"
"7788","ARL6IP6"
"7789","UBXN7"
"7790","RARB"
"7791","ZNF320"
"7792","MIR372"
"7793","LOC349196"
"7794","PICALM"
"7795","CNOT6"
"7796","DHX15"
"7797","HIST1H1A"
"7798","OR1E2"
"7799","HLF"
"7800","POM121L10P"
"7801","SNORD116-4"
"7802","KIAA0494"
"7803","TCF4"
"7804","APOBEC3B"
"7805","FAM54B"
"7806","MYH2"
"7807","FXN"
"7808","SNORD116-15"
"7809","C12orf59"
"7810","ARHGEF38"
"7811","PAEP"
"7812","SPG11"
"7813","VN1R4"
"7814","KCNJ13"
"7815","NOC3L"
"7816","C10orf40"
"7817","C5orf36"
"7818","MLN"
"7819","CPAMD8"
"7820","TIAM1"
"7821","CT47A4"
"7822","FAM154B"
"7823","CT45A2"
"7824","OR52E2"
"7825","ANXA2P2"
"7826","PBX1"
"7827","UBL7"
"7828","PCA3"
"7829","PXMP2"
"7830","SYTL1"
"7831","FAM126B"
"7832","ZNF711"
"7833","GGA1"
"7834","VAMP4"
"7835","SNORD76"
"7836","BCAP29"
"7837","PPIAL4C"
"7838","ZNF275"
"7839","TAB1"
"7840","NEK6"
"7841","SETD8"
"7842","MKRN9P"
"7843","MIR181A2"
"7844","HEXIM1"
"7845","SULT1A2"
"7846","KLHL9"
"7847","SLC39A12"
"7848","ARHGEF16"
"7849","SCN1A"
"7850","C9orf103"
"7851","MED18"
"7852","ECE1"
"7853","TEX13B"
"7854","SNN"
"7855","BCL2L15"
"7856","C6orf62"
"7857","WNT3A"
"7858","IL22RA2"
"7859","MGC21881"
"7860","ASAP2"
"7861","YIPF6"
"7862","GABBR1"
"7863","PROX1"
"7864","PPP1R1B"
"7865","SCN3A"
"7866","LANCL2"
"7867","TIAF1"
"7868","MOGS"
"7869","OPN1MW"
"7870","SSRP1"
"7871","SNORA70D"
"7872","LOC128102"
"7873","ASXL2"
"7874","RPE65"
"7875","SNAI1"
"7876","EFNA2"
"7877","TP53I13"
"7878","CLDN9"
"7879","SLC17A9"
"7880","GUSBP1"
"7881","DEFB4A"
"7882","RRP7B"
"7883","C9orf7"
"7884","C17orf100"
"7885","C14orf178"
"7886","GC"
"7887","MIR424"
"7888","KCTD10"
"7889","IER3"
"7890","ADC"
"7891","MLL3"
"7892","MUC5B"
"7893","ZNF193"
"7894","CSRP1"
"7895","MOSPD1"
"7896","TMEM170A"
"7897","RAD1"
"7898","C21orf49"
"7899","NTM"
"7900","NFRKB"
"7901","FANCA"
"7902","VTI1A"
"7903","PCBP3"
"7904","ASAP1"
"7905","BFSP2"
"7906","ZNF354C"
"7907","LOC400940"
"7908","IKBKG"
"7909","EEPD1"
"7910","FRMPD4"
"7911","LOC441046"
"7912","TM4SF20"
"7913","MAGEC1"
"7914","AMMECR1"
"7915","TTC30B"
"7916","SEC13"
"7917","GLDN"
"7918","EGF"
"7919","HAGH"
"7920","SSX4"
"7921","VSIG1"
"7922","NHLH2"
"7923","NCAPD3"
"7924","MGC16121"
"7925","FBLL1"
"7926","BRCC3"
"7927","HIATL2"
"7928","CTAGE9"
"7929","FOXD4L6"
"7930","USP17L2"
"7931","TMEM79"
"7932","GTF3C5"
"7933","AKR1C4"
"7934","RBM26"
"7935","C3orf59"
"7936","DUSP14"
"7937","AP4M1"
"7938","RIMBP2"
"7939","ABCC2"
"7940","DNAJC16"
"7941","TTC12"
"7942","SNX13"
"7943","C6orf168"
"7944","C1orf100"
"7945","CSPP1"
"7946","LRRC56"
"7947","THY1"
"7948","KIT"
"7949","TBC1D8"
"7950","FLJ35390"
"7951","EPHA7"
"7952","SOLH"
"7953","SVIP"
"7954","BCL8"
"7955","HAND2"
"7956","MARVELD3"
"7957","CRCP"
"7958","CREB3"
"7959","OR52A4"
"7960","MED25"
"7961","LOC284749"
"7962","FTSJD1"
"7963","FDX1"
"7964","FAM19A1"
"7965","IL13RA1"
"7966","ZNF627"
"7967","NHP2L1"
"7968","EIF2B2"
"7969","ZNF593"
"7970","WIPI2"
"7971","RANBP1"
"7972","CSNK2B"
"7973","CFHR1"
"7974","FLJ32063"
"7975","MIR645"
"7976","FLJ39051"
"7977","WBP11"
"7978","TEX2"
"7979","FAM90A14"
"7980","GALNT2"
"7981","WNT9A"
"7982","FLJ33360"
"7983","STK3"
"7984","IL29"
"7985","REPS2"
"7986","MIR141"
"7987","FAM78A"
"7988","FCGR3A"
"7989","H2AFY2"
"7990","VEZT"
"7991","RNF150"
"7992","CCNK"
"7993","FSHR"
"7994","LOC220906"
"7995","C1orf66"
"7996","CD200"
"7997","ORMDL1"
"7998","COL19A1"
"7999","ZNF468"
"8000","C1GALT1"
"8001","BAG3"
"8002","CA5A"
"8003","DKK4"
"8004","SGK2"
"8005","LOC100129083"
"8006","USP11"
"8007","PIK3C2G"
"8008","VTRNA1-2"
"8009","PRKDC"
"8010","IMPA2"
"8011","MSR1"
"8012","PDCD6IP"
"8013","ZNF740"
"8014","FAM122A"
"8015","ATXN2"
"8016","SLC17A4"
"8017","RS1"
"8018","NET1"
"8019","NPY1R"
"8020","MVD"
"8021","CHDH"
"8022","C11orf61"
"8023","LGALS12"
"8024","IK"
"8025","GCNT2"
"8026","SURF4"
"8027","C7orf41"
"8028","C1orf91"
"8029","BCS1L"
"8030","C20orf141"
"8031","BCAS2"
"8032","ACE2"
"8033","FAM186B"
"8034","ICT1"
"8035","SEL1L2"
"8036","CD79B"
"8037","DNA2"
"8038","MRPS9"
"8039","IRS2"
"8040","LUZP2"
"8041","SIK2"
"8042","C17orf95"
"8043","RPL17"
"8044","FAM53A"
"8045","ZNF514"
"8046","ZKSCAN1"
"8047","ADCK2"
"8048","FASTKD2"
"8049","KCNMB3"
"8050","POFUT2"
"8051","GNG2"
"8052","BSX"
"8053","CAND2"
"8054","LOC646627"
"8055","FLYWCH2"
"8056","MDH2"
"8057","BCL6"
"8058","DRP2"
"8059","TXNL4A"
"8060","TPD52L1"
"8061","OR3A1"
"8062","TMEM225"
"8063","RAB25"
"8064","C22orf9"
"8065","POR"
"8066","SREBF2"
"8067","ZWINT"
"8068","TRUB1"
"8069","HNRNPCL1"
"8070","ENPP2"
"8071","UXT"
"8072","SMCR7"
"8073","SLC31A2"
"8074","ALG11"
"8075","USMG5"
"8076","ZNF780B"
"8077","APEX1"
"8078","ZIC3"
"8079","CEP68"
"8080","MRPL11"
"8081","LPAL2"
"8082","VPS53"
"8083","MPDU1"
"8084","UBL4B"
"8085","LASS3"
"8086","GAST"
"8087","SPERT"
"8088","UBE2L3"
"8089","ADRA1D"
"8090","ATP6V1E1"
"8091","FZD10"
"8092","SAR1A"
"8093","C3orf70"
"8094","MCTP2"
"8095","TMEM5"
"8096","BIRC2"
"8097","TMEFF2"
"8098","NLGN3"
"8099","LMX1A"
"8100","LOH3CR2A"
"8101","C19orf51"
"8102","SLC9A3R2"
"8103","FAM48B2"
"8104","TIMP1"
"8105","LOC100129716"
"8106","PFN4"
"8107","ZDHHC8P1"
"8108","UCK1"
"8109","TPST2"
"8110","AQP6"
"8111","MRC1"
"8112","KCNIP1"
"8113","MAVS"
"8114","KIAA0087"
"8115","SDHAF1"
"8116","PWWP2A"
"8117","ABT1"
"8118","SMG1"
"8119","BTBD8"
"8120","ASAH2B"
"8121","PIP5K1C"
"8122","POU2F2"
"8123","C17orf57"
"8124","TSPAN14"
"8125","NUDT16"
"8126","NAA40"
"8127","GPT"
"8128","PDK4"
"8129","BEND4"
"8130","NNMT"
"8131","ELL3"
"8132","NUFIP1"
"8133","RHBDL1"
"8134","SNURF"
"8135","C17orf56"
"8136","FILIP1"
"8137","C8orf73"
"8138","BEND5"
"8139","TBC1D10A"
"8140","RBMY1D"
"8141","ERGIC3"
"8142","C8orf59"
"8143","CREB3L4"
"8144","TARBP1"
"8145","C1orf9"
"8146","COLEC12"
"8147","FBXO30"
"8148","TNFRSF25"
"8149","UBE2T"
"8150","SLC2A1"
"8151","OR13C5"
"8152","RPH3A"
"8153","LSAMP"
"8154","CER1"
"8155","CWC25"
"8156","ATP2A3"
"8157","CCR7"
"8158","ZIK1"
"8159","RECQL5"
"8160","EPCAM"
"8161","HSD17B7P2"
"8162","MTERFD1"
"8163","C2orf27B"
"8164","ANGPTL1"
"8165","NLRX1"
"8166","FHOD3"
"8167","PSG7"
"8168","ARHGEF5"
"8169","SMAP1"
"8170","ZNF389"
"8171","LOC401164"
"8172","C14orf21"
"8173","FGD2"
"8174","SNORA29"
"8175","P2RY14"
"8176","PPP1CA"
"8177","ZNF33B"
"8178","MOCS1"
"8179","NAP1L1"
"8180","IGSF21"
"8181","PTDSS1"
"8182","MTMR9L"
"8183","SLC38A6"
"8184","GLCCI1"
"8185","OLFM2"
"8186","CCR4"
"8187","COX6A1"
"8188","B3GALT2"
"8189","CD14"
"8190","BEST3"
"8191","DCAF12L2"
"8192","ABCC9"
"8193","SNAP29"
"8194","HMGCR"
"8195","CAPN8"
"8196","IFT74"
"8197","FLJ44054"
"8198","CNTROB"
"8199","WHAMML2"
"8200","ZNF548"
"8201","INSL6"
"8202","HERC1"
"8203","NCRNA00051"
"8204","INPP5K"
"8205","EMCN"
"8206","BLNK"
"8207","DOC2A"
"8208","COPB2"
"8209","TPTE2P1"
"8210","UBR1"
"8211","LECT1"
"8212","CDC27"
"8213","COPS6"
"8214","MCCC1"
"8215","C12orf33"
"8216","ZNF664"
"8217","MIR612"
"8218","GPC4"
"8219","VAC14"
"8220","PPY"
"8221","SRCAP"
"8222","KDM5B"
"8223","PPP1R13L"
"8224","LOC100130776"
"8225","BPGM"
"8226","HMOX1"
"8227","ERVFRDE1"
"8228","MC4R"
"8229","EGFL8"
"8230","PRR13"
"8231","FAM126A"
"8232","FEM1C"
"8233","FLT1"
"8234","LOC100129935"
"8235","INO80B"
"8236","TMED3"
"8237","SPIN2A"
"8238","EXT1"
"8239","CLEC4D"
"8240","GALNTL4"
"8241","RCOR1"
"8242","SMAD2"
"8243","ODZ3"
"8244","BMS1P1"
"8245","SPDYE4"
"8246","TMEM68"
"8247","PPIH"
"8248","TSIX"
"8249","PRKCZ"
"8250","CENPE"
"8251","CRABP2"
"8252","MYL12B"
"8253","NCRNA00176"
"8254","METTL14"
"8255","ASL"
"8256","SLC2A14"
"8257","GATA3"
"8258","PCDHA5"
"8259","PIGH"
"8260","CCDC125"
"8261","MPZ"
"8262","C11orf52"
"8263","SSBP3"
"8264","ABCA10"
"8265","BPESC1"
"8266","FOXC2"
"8267","GDNF"
"8268","FAAH2"
"8269","TRPC5"
"8270","LOC100192426"
"8271","TEP1"
"8272","PMS2L3"
"8273","GSTM1"
"8274","KIDINS220"
"8275","PRSS2"
"8276","CES3"
"8277","THEM5"
"8278","LOC642929"
"8279","PGF"
"8280","SCARNA18"
